bgc_id,genome_id,region,accession,start_pos,end_pos,contig_edge,product,region_length,most_similar_known_cluster_id,most_similar_known_cluster_description,most_similar_known_cluster_type,similarity,source,gbk_path
JAUKNS010000003.1.region001,GCA_030487755.1,16.1,JAUKNS010000003.1,341589,361832,False,['proteusin'],20243,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030487755.1/JAUKNS010000003.1.region001.gbk
JAUKNS010000007.1.region001,GCA_030487755.1,19.1,JAUKNS010000007.1,166171,188300,False,['opine-like-metallophore'],22129,BGC0002488,bacillopaline,Other,1.375,bgcflow,data/interim/antismash/7.0.0/GCA_030487755.1/JAUKNS010000007.1.region001.gbk
JAUKNS010000009.1.region001,GCA_030487755.1,21.1,JAUKNS010000009.1,96136,126646,False,"['terpene', 'lanthipeptide-class-ii']",30510,BGC0000502,cerecidin/cerecidin A1/cerecidin A2/cerecidin A3/cerecidin A4/cerecidin A5/cerecidin A6/cerecidin A7,RiPP:Lanthipeptide,0.11764705882352941,bgcflow,data/interim/antismash/7.0.0/GCA_030487755.1/JAUKNS010000009.1.region001.gbk
CP126077.1.region001,GCA_030122745.1,1.1,CP126077.1,312758,332539,False,['terpene'],19781,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122745.1/CP126077.1.region001.gbk
CP126077.1.region002,GCA_030122745.1,1.2,CP126077.1,812845,823232,False,['ectoine'],10387,BGC0000852,ectoine,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122745.1/CP126077.1.region002.gbk
CP126077.1.region003,GCA_030122745.1,1.3,CP126077.1,1191056,1230887,False,['T3PKS'],39831,BGC0001575,dipeptide aldehydes,NRP,0.11764705882352941,bgcflow,data/interim/antismash/7.0.0/GCA_030122745.1/CP126077.1.region003.gbk
CP126077.1.region004,GCA_030122745.1,1.4,CP126077.1,2876692,2897511,False,['terpene'],20819,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122745.1/CP126077.1.region004.gbk
CP126077.1.region005,GCA_030122745.1,1.5,CP126077.1,3121517,3162690,False,['T3PKS'],41173,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122745.1/CP126077.1.region005.gbk
CP128114.1.region001,GCA_030292035.1,1.1,CP128114.1,350324,431268,False,['NRPS'],80944,BGC0000381,lichenysin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region001.gbk
CP128114.1.region002,GCA_030292035.1,1.2,CP128114.1,593705,634593,False,"['other', 'phosphonate']",40888,BGC0000082,kijanimicin,Polyketide,0.046511627906976744,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region002.gbk
CP128114.1.region003,GCA_030292035.1,1.3,CP128114.1,888323,909229,False,['RRE-containing'],20906,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region003.gbk
CP128114.1.region004,GCA_030292035.1,1.4,CP128114.1,1054209,1083015,False,"['terpene', 'NI-siderophore']",28806,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region004.gbk
CP128114.1.region005,GCA_030292035.1,1.5,CP128114.1,1797815,1825468,False,['betalactone'],27653,BGC0001095,fengycin,NRP,0.5333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region005.gbk
CP128114.1.region006,GCA_030292035.1,1.6,CP128114.1,1898606,1920481,False,['terpene'],21875,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region006.gbk
CP128114.1.region007,GCA_030292035.1,1.7,CP128114.1,1958684,1999785,False,['T3PKS'],41101,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region007.gbk
CP128114.1.region008,GCA_030292035.1,1.8,CP128114.1,2310544,2320871,False,['RiPP-like'],10327,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region008.gbk
CP128114.1.region009,GCA_030292035.1,1.9,CP128114.1,2452028,2484280,False,['betalactone'],32252,BGC0000469,bottromycin A2,RiPP:Bottromycin,0.06060606060606061,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region009.gbk
CP128114.1.region010,GCA_030292035.1,1.10,CP128114.1,3600769,3652499,False,"['NRP-metallophore', 'NRPS']",51730,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030292035.1/CP128114.1.region010.gbk
CP126109.1.region001,GCA_030123385.1,1.1,CP126109.1,529867,553345,False,['LAP'],23478,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region001.gbk
CP126109.1.region002,GCA_030123385.1,1.2,CP126109.1,1609186,1624664,False,['NI-siderophore'],15478,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region002.gbk
CP126109.1.region003,GCA_030123385.1,1.3,CP126109.1,2360428,2380090,False,['terpene'],19662,BGC0002432,laterocidine,NRP,0.05555555555555555,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region003.gbk
CP126109.1.region004,GCA_030123385.1,1.4,CP126109.1,2765445,2806534,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region004.gbk
CP126109.1.region005,GCA_030123385.1,1.5,CP126109.1,3102966,3124799,False,['terpene'],21833,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region005.gbk
CP126109.1.region006,GCA_030123385.1,1.6,CP126109.1,3554427,3573142,False,['RRE-containing'],18715,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region006.gbk
CP126109.1.region007,GCA_030123385.1,1.7,CP126109.1,3584106,3607996,False,['lassopeptide'],23890,BGC0001356,paeninodin,RiPP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region007.gbk
CP126109.1.region008,GCA_030123385.1,1.8,CP126109.1,4057148,4078159,False,['cyclic-lactone-autoinducer'],21011,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123385.1/CP126109.1.region008.gbk
CP126111.1.region001,GCA_030123465.1,1.1,CP126111.1,257618,279864,False,['redox-cofactor'],22246,BGC0001100,lankacidin C,NRP+Polyketide,0.13333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region001.gbk
CP126111.1.region002,GCA_030123465.1,1.2,CP126111.1,2069739,2094388,False,['betalactone'],24649,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region002.gbk
CP126111.1.region003,GCA_030123465.1,1.3,CP126111.1,2923907,2945046,False,['terpene'],21139,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region003.gbk
CP126111.1.region004,GCA_030123465.1,1.4,CP126111.1,3160669,3184221,False,['LAP'],23552,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region004.gbk
CP126111.1.region005,GCA_030123465.1,1.5,CP126111.1,4005771,4027637,False,['terpene'],21866,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region005.gbk
CP126111.1.region006,GCA_030123465.1,1.6,CP126111.1,4316292,4357381,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region006.gbk
CP126111.1.region007,GCA_030123465.1,1.7,CP126111.1,5081904,5101539,False,['RRE-containing'],19635,BGC0001947,K53 capsular polysaccharide,Saccharide,0.10526315789473684,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region007.gbk
CP126111.1.region008,GCA_030123465.1,1.8,CP126111.1,5126323,5166664,False,['lassopeptide'],40341,BGC0001356,paeninodin,RiPP,1.2,bgcflow,data/interim/antismash/7.0.0/GCA_030123465.1/CP126111.1.region008.gbk
CP128149.1.region001,GCA_030292225.1,1.1,CP128149.1,1276856,1300391,False,['LAP'],23535,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region001.gbk
CP128149.1.region002,GCA_030292225.1,1.2,CP128149.1,1883900,1953014,False,"['NRPS', 'T1PKS']",69114,BGC0001033,paenilamicin/paenilamicin A2/paenilamicin B1/paenilamicin B2,NRP+Polyketide,0.14285714285714285,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region002.gbk
CP128149.1.region003,GCA_030292225.1,1.3,CP128149.1,1999580,2013298,False,['NI-siderophore'],13718,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region003.gbk
CP128149.1.region004,GCA_030292225.1,1.4,CP128149.1,2297856,2349609,False,"['NRP-metallophore', 'NRPS']",51753,BGC0000309,bacillibactin,NRP,0.8571428571428571,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region004.gbk
CP128149.1.region005,GCA_030292225.1,1.5,CP128149.1,2385009,2394069,False,['RiPP-like'],9060,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region005.gbk
CP128149.1.region006,GCA_030292225.1,1.6,CP128149.1,2512752,2537990,False,['betalactone'],25238,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region006.gbk
CP128149.1.region007,GCA_030292225.1,1.7,CP128149.1,2564494,2611505,False,['NRPS'],47011,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region007.gbk
CP128149.1.region008,GCA_030292225.1,1.8,CP128149.1,2635457,2645733,False,['RiPP-like'],10276,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region008.gbk
CP128149.1.region009,GCA_030292225.1,1.9,CP128149.1,3169091,3195535,False,['lanthipeptide-class-i'],26444,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region009.gbk
CP128149.1.region010,GCA_030292225.1,1.10,CP128149.1,3446219,3468073,False,['terpene'],21854,BGC0000916,molybdenum cofactor,Other,0.17647058823529413,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region010.gbk
CP128149.1.region011,GCA_030292225.1,1.11,CP128149.1,4940796,4968786,False,"['cyclic-lactone-autoinducer', 'lanthipeptide-class-ii']",27990,BGC0000504,cytolysin ClyLl/cytolysin ClyLs,RiPP:Lanthipeptide,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region011.gbk
CP128149.1.region012,GCA_030292225.1,1.12,CP128149.1,5138281,5162199,False,['lassopeptide'],23918,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128149.1.region012.gbk
CP128143.1.region001,GCA_030292225.1,2.1,CP128143.1,0,48157,True,['NRPS'],48157,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128143.1.region001.gbk
CP128143.1.region002,GCA_030292225.1,2.2,CP128143.1,288973,311592,False,['lanthipeptide-class-iii'],22619,BGC0002111,andalusicin A/andalusicin B,RiPP:Lanthipeptide,1.4545454545454546,bgcflow,data/interim/antismash/7.0.0/GCA_030292225.1/CP128143.1.region002.gbk
CP128168.1.region001,GCA_030291935.1,1.1,CP128168.1,313233,338524,False,"['LAP', 'RRE-containing']",25291,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region001.gbk
CP128168.1.region002,GCA_030291935.1,1.2,CP128168.1,1221762,1234582,False,['NI-siderophore'],12820,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region002.gbk
CP128168.1.region003,GCA_030291935.1,1.3,CP128168.1,1349277,1364716,False,['NI-siderophore'],15439,BGC0002633,schizokinen,Other,0.625,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region003.gbk
CP128168.1.region004,GCA_030291935.1,1.4,CP128168.1,1471138,1491975,False,['terpene'],20837,BGC0000645,carotenoid,Terpene,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region004.gbk
CP128168.1.region005,GCA_030291935.1,1.5,CP128168.1,1800902,1829384,False,['betalactone'],28482,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region005.gbk
CP128168.1.region006,GCA_030291935.1,1.6,CP128168.1,1845048,1886134,False,['T3PKS'],41086,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030291935.1/CP128168.1.region006.gbk
JAVIVS010000003.1.region001,GCA_031324245.1,1.1,JAVIVS010000003.1,2210004,2231682,False,['terpene'],21678,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324245.1/JAVIVS010000003.1.region001.gbk
JAVIVS010000003.1.region002,GCA_031324245.1,1.2,JAVIVS010000003.1,3152833,3174699,False,['terpene'],21866,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324245.1/JAVIVS010000003.1.region002.gbk
JAVIVS010000003.1.region003,GCA_031324245.1,1.3,JAVIVS010000003.1,3339092,3380184,False,['T3PKS'],41092,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324245.1/JAVIVS010000003.1.region003.gbk
JAVIVS010000001.1.region001,GCA_031324245.1,7.1,JAVIVS010000001.1,47830,85855,False,"['redox-cofactor', 'thiopeptide', 'LAP']",38025,BGC0001100,lankacidin C,NRP+Polyketide,0.2,bgcflow,data/interim/antismash/7.0.0/GCA_031324245.1/JAVIVS010000001.1.region001.gbk
JAUCEL010000001.1.region001,GCA_030348985.1,1.1,JAUCEL010000001.1,214802,276730,False,['NRPS'],61928,BGC0000916,molybdenum cofactor,Other,0.23529411764705882,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000001.1.region001.gbk
JAUCEL010000001.1.region002,GCA_030348985.1,1.2,JAUCEL010000001.1,530337,543878,False,['NI-siderophore'],13541,BGC0000942,petrobactin,Other,0.3333333333333333,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000001.1.region002.gbk
JAUCEL010000001.1.region003,GCA_030348985.1,1.3,JAUCEL010000001.1,1188901,1209723,False,['terpene'],20822,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000001.1.region003.gbk
JAUCEL010000001.1.region004,GCA_030348985.1,1.4,JAUCEL010000001.1,1496313,1518469,False,['opine-like-metallophore'],22156,BGC0002488,bacillopaline,Other,0.25,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000001.1.region004.gbk
JAUCEL010000001.1.region005,GCA_030348985.1,1.5,JAUCEL010000001.1,2421662,2439252,True,['betalactone'],17590,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000001.1.region005.gbk
JAUCEL010000008.1.region001,GCA_030348985.1,2.1,JAUCEL010000008.1,343447,371090,False,"['cyclic-lactone-autoinducer', 'LAP', 'thiopeptide', 'RRE-containing']",27643,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000008.1.region001.gbk
JAUCEL010000008.1.region002,GCA_030348985.1,2.2,JAUCEL010000008.1,1164819,1207987,False,['NRPS-like'],43168,BGC0000082,kijanimicin,Polyketide,0.046511627906976744,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000008.1.region002.gbk
JAUCEL010000008.1.region003,GCA_030348985.1,2.3,JAUCEL010000008.1,1342827,1383910,False,['T3PKS'],41083,BGC0002695,bacillibactin/bacillibactin E/bacillibactin F,NRP,0.3,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000008.1.region003.gbk
JAUCEL010000008.1.region004,GCA_030348985.1,2.4,JAUCEL010000008.1,1457323,1470171,False,['RiPP-like'],12848,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348985.1/JAUCEL010000008.1.region004.gbk
CP127376.1.region001,GCA_030285945.1,1.1,CP127376.1,1071477,1136610,False,['NRPS'],65133,BGC0001059,zwittermicin A,NRP+Polyketide,0.07407407407407407,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region001.gbk
CP127376.1.region002,GCA_030285945.1,1.2,CP127376.1,1265533,1301813,False,"['ranthipeptide', 'LAP']",36280,BGC0000668,12-epi-hapalindole C isonitrile/12-epi-hapalindole E/12-epi-fischerindole U isonitrile/fischerindole L/12-epi-fischerindole I isonitrile/welwitindolinone A isonitrile/welwitindolinone B isothiocyanate/welwitindolinone C isothiocyanate/N-methylwelwitindolinone C isothiocyanate/N-methylwelwitinsolinone C isonitrile/3-epi-welwitindolinone B isothiocyanate/3-(Z-2'-isocyanoethenyl)-indole,Terpene+Alkaloid,0.06666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region002.gbk
CP127376.1.region003,GCA_030285945.1,1.3,CP127376.1,1650883,1665605,False,['NI-siderophore'],14722,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region003.gbk
CP127376.1.region004,GCA_030285945.1,1.4,CP127376.1,1903911,1917675,False,['NI-siderophore'],13764,BGC0000942,petrobactin,Other,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region004.gbk
CP127376.1.region005,GCA_030285945.1,1.5,CP127376.1,2291919,2317157,False,['betalactone'],25238,BGC0001095,fengycin,NRP,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region005.gbk
CP127376.1.region006,GCA_030285945.1,1.6,CP127376.1,2371687,2383454,False,['RiPP-like'],11767,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region006.gbk
CP127376.1.region007,GCA_030285945.1,1.7,CP127376.1,3084237,3106097,False,['terpene'],21860,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region007.gbk
CP127376.1.region008,GCA_030285945.1,1.8,CP127376.1,4654648,4678566,False,['lassopeptide'],23918,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127376.1.region008.gbk
CP127373.1.region001,GCA_030285945.1,2.1,CP127373.1,180077,192297,False,['RiPP-like'],12220,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030285945.1/CP127373.1.region001.gbk
CP126085.1.region001,GCA_030122905.1,1.1,CP126085.1,696028,754544,False,['NRPS'],58516,BGC0000377,koranimine,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region001.gbk
CP126085.1.region002,GCA_030122905.1,1.2,CP126085.1,919210,963278,False,['NRPS'],44068,BGC0000093,meilingmycin,Polyketide,0.021739130434782608,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region002.gbk
CP126085.1.region003,GCA_030122905.1,1.3,CP126085.1,2440002,2464172,False,['betalactone'],24170,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region003.gbk
CP126085.1.region004,GCA_030122905.1,1.4,CP126085.1,3346587,3387676,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region004.gbk
CP126085.1.region005,GCA_030122905.1,1.5,CP126085.1,3527322,3547420,False,['terpene'],20098,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region005.gbk
CP126085.1.region006,GCA_030122905.1,1.6,CP126085.1,3741258,3765244,False,['lassopeptide'],23986,BGC0001356,paeninodin,RiPP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region006.gbk
CP126085.1.region007,GCA_030122905.1,1.7,CP126085.1,4484325,4507864,False,['LAP'],23539,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region007.gbk
CP126085.1.region008,GCA_030122905.1,1.8,CP126085.1,5120579,5142475,False,['terpene'],21896,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region008.gbk
CP126085.1.region009,GCA_030122905.1,1.9,CP126085.1,5444532,5460046,False,['NI-siderophore'],15514,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030122905.1/CP126085.1.region009.gbk
JAVIVP010000001.1.region001,GCA_031324305.1,1.1,JAVIVP010000001.1,69781,93317,False,['LAP'],23536,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000001.1.region001.gbk
JAVIVP010000001.1.region002,GCA_031324305.1,1.2,JAVIVP010000001.1,789634,813531,False,['lassopeptide'],23897,BGC0001356,paeninodin,RiPP,0.8,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000001.1.region002.gbk
JAVIVP010000001.1.region003,GCA_031324305.1,1.3,JAVIVP010000001.1,1013224,1034043,False,['terpene'],20819,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000001.1.region003.gbk
JAVIVP010000001.1.region004,GCA_031324305.1,1.4,JAVIVP010000001.1,1173403,1214429,False,['T3PKS'],41026,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000001.1.region004.gbk
JAVIVP010000001.1.region005,GCA_031324305.1,1.5,JAVIVP010000001.1,2014171,2038348,False,['betalactone'],24177,BGC0001095,fengycin,NRP,0.4666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000001.1.region005.gbk
JAVIVP010000029.1.region001,GCA_031324305.1,8.1,JAVIVP010000029.1,133971,149485,False,['NI-siderophore'],15514,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000029.1.region001.gbk
JAVIVP010000029.1.region002,GCA_031324305.1,8.2,JAVIVP010000029.1,471141,493037,False,['terpene'],21896,BGC0002043,cittilin A/cittilin B,RiPP,0.07692307692307693,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000029.1.region002.gbk
JAVIVP010000003.1.region001,GCA_031324305.1,9.1,JAVIVP010000003.1,231642,290772,False,['NRPS'],59130,BGC0000377,koranimine,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000003.1.region001.gbk
JAVIVP010000003.1.region002,GCA_031324305.1,9.2,JAVIVP010000003.1,455726,499794,False,['NRPS'],44068,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_031324305.1/JAVIVP010000003.1.region002.gbk
CP126083.1.region001,GCA_030122885.1,1.1,CP126083.1,352397,415838,False,['NRPS'],63441,BGC0000433,surfactin,NRP:Lipopeptide,0.8260869565217391,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region001.gbk
CP126083.1.region002,GCA_030122885.1,1.2,CP126083.1,1118093,1138607,False,['terpene'],20514,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region002.gbk
CP126083.1.region003,GCA_030122885.1,1.3,CP126083.1,1688714,1714814,False,['lanthipeptide-class-i'],26100,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region003.gbk
CP126083.1.region004,GCA_030122885.1,1.4,CP126083.1,1737080,1842314,False,"['transAT-PKS', 'PKS-like', 'T3PKS', 'NRPS']",105234,BGC0001089,bacillaene,Polyketide+NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region004.gbk
CP126083.1.region005,GCA_030122885.1,1.5,CP126083.1,1914904,1991844,False,"['NRPS', 'betalactone']",76940,BGC0001095,fengycin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region005.gbk
CP126083.1.region006,GCA_030122885.1,1.6,CP126083.1,2062495,2084394,False,['terpene'],21899,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region006.gbk
CP126083.1.region007,GCA_030122885.1,1.7,CP126083.1,2132126,2173224,False,['T3PKS'],41098,BGC0001847,1-carbapen-2-em-3-carboxylic acid,Other,0.16666666666666666,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region007.gbk
CP126083.1.region008,GCA_030122885.1,1.8,CP126083.1,3103120,3154898,False,"['NRP-metallophore', 'NRPS']",51778,BGC0000309,bacillibactin,NRP,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region008.gbk
CP126083.1.region009,GCA_030122885.1,1.9,CP126083.1,3301129,3327355,False,['lanthipeptide-class-i'],26226,BGC0000559,subtilin,RiPP:Lanthipeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region009.gbk
CP126083.1.region010,GCA_030122885.1,1.10,CP126083.1,3446384,3467131,False,['CDPS'],20747,BGC0002103,pulcherriminic acid,Other,1.1666666666666667,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region010.gbk
CP126083.1.region011,GCA_030122885.1,1.11,CP126083.1,3691900,3713512,False,['sactipeptide'],21612,BGC0000602,subtilosin A,RiPP:Thiopeptide,1.0,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region011.gbk
CP126083.1.region012,GCA_030122885.1,1.12,CP126083.1,3716562,3757981,False,['other'],41419,BGC0001184,bacilysin,Other,1.4285714285714286,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region012.gbk
CP126083.1.region013,GCA_030122885.1,1.13,CP126083.1,3964151,3976883,False,['RiPP-like'],12732,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region013.gbk
CP126083.1.region014,GCA_030122885.1,1.14,CP126083.1,3992100,4013799,False,['epipeptide'],21699,BGC0001114,thailanstatin A,NRP+Polyketide,0.1,bgcflow,data/interim/antismash/7.0.0/GCA_030122885.1/CP126083.1.region014.gbk
CP126088.1.region001,GCA_030122985.1,1.1,CP126088.1,449559,470307,False,"['cyclic-lactone-autoinducer', 'RiPP-like']",20748,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122985.1/CP126088.1.region001.gbk
CP126088.1.region002,GCA_030122985.1,1.2,CP126088.1,1353208,1394297,False,['T3PKS'],41089,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122985.1/CP126088.1.region002.gbk
CP126088.1.region003,GCA_030122985.1,1.3,CP126088.1,1654505,1686327,False,"['terpene', 'RRE-containing']",31822,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030122985.1/CP126088.1.region003.gbk
CP126088.1.region004,GCA_030122985.1,1.4,CP126088.1,2561050,2577032,False,['NI-siderophore'],15982,BGC0002683,schizokinen,Other,0.4,bgcflow,data/interim/antismash/7.0.0/GCA_030122985.1/CP126088.1.region004.gbk
JAUCFO010000001.1.region001,GCA_030348405.1,1.1,JAUCFO010000001.1,1161533,1177047,False,['NI-siderophore'],15514,BGC0002683,schizokinen,Other,0.6,bgcflow,data/interim/antismash/7.0.0/GCA_030348405.1/JAUCFO010000001.1.region001.gbk
JAUCFO010000001.1.region002,GCA_030348405.1,1.2,JAUCFO010000001.1,1232353,1252986,False,['cyclic-lactone-autoinducer'],20633,,,,,bgcflow,data/interim/antismash/7.0.0/GCA_030348405.1/JAUCFO010000001.1.region002.gbk
